STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
ES003800510,"SAN SALVADOR ILOPAN, ES",5/20/01,0.2,79,,
ES003800510,"SAN SALVADOR ILOPAN, ES",5/21/01,0,77,88,70
ES003800510,"SAN SALVADOR ILOPAN, ES",5/22/01,,75,85,69
ES003800510,"SAN SALVADOR ILOPAN, ES",5/23/01,,75,84,69
ES003800510,"SAN SALVADOR ILOPAN, ES",5/25/01,,73,88,69
ES003800510,"SAN SALVADOR ILOPAN, ES",5/26/01,0.41,71,85,69
ES003800510,"SAN SALVADOR ILOPAN, ES",5/29/01,,73,84,69
ES003800510,"SAN SALVADOR ILOPAN, ES",6/1/01,,74,,
ES003800510,"SAN SALVADOR ILOPAN, ES",6/2/01,,73,86,68
ES003800510,"SAN SALVADOR ILOPAN, ES",6/3/01,0.33,69,77,66
ES003800510,"SAN SALVADOR ILOPAN, ES",6/4/01,0.07,71,,
ES003800510,"SAN SALVADOR ILOPAN, ES",6/5/01,0,74,,
